UnitId,GeographicArea,Gacc,WildlandRole,UnitType,Department,Agency,Parent,Country,State,Code,Name,OrgCode,Address,Phone,Email,Started,Modified
USCAFE9,CA,USCAONCC,Incident Host Geographic,US Federal,DHS,FEMA,,US,CA,FE9,Region IX,,"1111 Broadway, Suite 1200  Oakland California 94607-4052",8006213662,,20171212,20171212
USCAFEL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FEL,Felton Fire Protection District,,131 Kirby ST  Felton California 95018,8313354422,,,20161104
USCAFEN,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FEN,Ferndale Fire Protection District,,"436 Brown ST, POB 485  Ferndale California 95536",7077869909,,,20161104
USCAFFD,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FFD,Regional Federal Fire Department and Emergency Services,,937 North Harbor Dr.  San Diego California 92138,6195321874,,20060510,20180621
USCAFFT,CA,USCAONCC,Incident Host Geographic,US State,,,,US,CA,FFT,"233rd, California Army National Guard",Sacramento County,850 All American City Boulevard  Roseville California 95678,9167828084,http://www.globalsecurity.org/military/,20070531,20161104
USCAFFV,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FFV,Naval Base Ventura County Fire and Emergency Services,,613 Laguna Road  Point Mugu California 93042,8059895489,,20070914,20180621
USCAFHD,CA,USCAOSCC,Incident Host Geographic,US State,,,,US,CA,FHD,Foothill Fire Protection District (XCA),,"3255 Helisma Road, Valley Springs CA 95252  Valley Springs California 95252",2097720202,,,20160603
USCAFHF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FHF,Foresthill Fire Protection District,,"20540 Foresthill RD, POB 1099  Foresthill California 95631",5303672465,,,20161104
USCAFHL,CA,USCAOSCC,Incident Host Geographic,US Federal,DOD,AG,,US,CA,FHL,Fort Hunter Liggett,,Building T-120 Infantry Road  Fort Hunter-Ligget California 93928,8313862517,,,20180621
USCAFICC,CA,USCAONCC,Dispatch/Coordination Center,Interagency,,,,US,CA,FICC,Fortuna Interagency Command Center,,118 Fortuna Blvd  Fortuna California 95540,7077261266,,,20161104
USCAFIV,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FIV,Five Cities Fire Authority,,140 Traffic Way  Arroyo Grande California 93420,8054734511,rheath@fivecitiesfire.org,20140901,20160603
USCAFKCC,CA,USCAOSCC,Dispatch/Coordination Center,US State,ST/L,CDF,,US,CA,FKCC,Fresno-Kings Command Center,,2311 North Clovis Ave  Fresno California 93727,5592940400,,20050503,20160603
USCAFKU,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,CDF,,US,CA,FKU,Fresno-Kings Unit,,"210 S. Academy Ave, Sanger CA 92657  Sanger California 92657",5594735490,,,20160603
USCAFLL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FLL,Fallen Leaf Community Service District Volunteer Fire,,"241 Fallen Leaf RD, POB 9415  South Lake Tahoe California 96158",5305421343,,,20161104
USCAFLM,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FLM,Fillmore Volunteer Fire Department,,250 Central Ave  Filmore California 93015,8.05524E+12,,20050527,20160603
USCAFLR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,FLR,Farallon National Wildlife Refuge.,FF08RFRL00,1 Marshlands Roads  Fremont California 94555,5.10792E+11,sfbaynwrc@fws.gov,20130221,20160322
USCAFLV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FLV,Fruitland Volunteer Fire Company,,"75 Kelsey LN, POB 87  Myers Flat California 95554",7079433402,,,20161104
USCAFMV,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FMV,Farmersville Fire Department,,909 West Visalia Road  Farmersville California 93223,5597470791,,20050527,20160603
USCAFOL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FOL,Folsom Fire Department,(Sacramento Co.),"48 Natoma ST,  FOLSOM California 95630",9169842280,folsomfiredept@folsom.ca,,20160321
USCAFOW,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FOW,Fowler Fire Department,,128 South 5th Street  Fowler California 93625,5598343254,,20050525,20160603
USCAFPP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,FPP,Fort Point National Historic Site,,"Fort Point NHS, Fort Mason Building 201 San Francisco California 94123-1307",4155561693,,,20160328
USCAFRB,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FRB,Firebaugh City Fire Department,,1575 11th Street  Firebaugh California 93622,5.59659E+13,,20050525,20160603
USCAFRC,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FRC,French Camp-McKinley Fire Protection District,,310 E. French Camp Road P.O. Box 790 French Camp California 95231,2099820592,fcmfd@att.net,20151218,20160603
USCAFRE,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FRE,Fremont Fire Department,,"3300 Capitol Ave., POB 5006  Freemont California 94538",5104944200,www.fremont.gov/fire,,20161104
USCAFRF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FRF,Fairfield Fire Department,,1633 Union Ave  Fairfield California 94533,7074287375,www.ci.fairfield.ca.us,,20161104
USCAFRG,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FRG,Calaveras County Fire Department,,891 Mountain Ranch Road  San Andreas California 95249,2097546639,,20050527,20160603
USCAFRN,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FRN,Fresno City Fire Depatrment,,911 H Street  Fresno California 93721,5596214199,,20050525,20160603
USCAFRT,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FRT,Fortuna Fire Protection District,,"320 N Fortuna BLVD, POB 614  Fortuna California 95540",7077255521,www.fortunafire.com,,20161104
USCAFRV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FRV,Forestville Fire Protecion District,,"6554 Mirabel RD, POB 427  Forestville California 95436",7078872212,,,20161104
USCAFSP,CA,USCAONCC,Incident Host Geographic,US State,,,,US,CA,FSP,Folsom State Prison,Sacramento County,300 Prison Road  Represa California 95671,9169852561,,20100512,20160322
USCAFTB,CA,USCAONCC,Incident Host Geographic,Tribe,,,,US,CA,FTB,Fort Bidwell Fire Department (Indian Community Council),,130 Meetheeuh Road POB 129 FORT BIDWELL California 96112,5302796310,,,20160322
USCAFTJ,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FTJ,Fort Jones Fire Department,,"31 Newton ST, POB 597  Fort Jones California 96032",5304682261,,,20161104
USCAFTL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FTL,Foothill Fire Protection District (XYU),,"16796 Willow Glen RD, POB 332  Brownsville California 95919",5306752092,,,20161104
USCAFTR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,FTR,Fort Ross Volunteer Fire Company,,1 Firehose Rd  Cazadero California 95421,7078473184,,,20161104
USCAFUL,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FUL,Fullerton Fire Department,,312 East Commonwealth Ave  Fullerton California 92832,7147386506,,20050527,20160603
USCAFVY,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,FVY,Fountain Valley Fire Department,,10200 Slater Ave  Fountain Valley California 92708,7.14593E+12,,20050527,20160603
USCAFWR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,FWR,Don Edwards San Francisco Bay National Wildlife Refuge,FF08RSFB00,1 Marshlands Road  Fremont California 94555,5107920222,sfbaynwrc@fws.gov,,20160322
USCAGAR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GAR,Garberville Fire Protection District,,680 Locust St  Garberville California 95542,7079233196,,,20161104
USCAGAS,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GAS,Gasquet Fire Protection District,,"100 Firehouse RD, POB 85  Gasquet California 95543",7074573332,,,20161104
USCAGAZ,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GAZ,Gazelle Fire Protection District,,121 S 10th St  Montague California 96064,5304352331,,,20161104
USCAGCF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GCF,Glenn-Codora Fire Protection District,,1516 Highway 45  Glenn California 95943,5309347357,,,20161104
USCAGCS,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GCS,Groveland Community Services District Fire Department,,P.O. Box 350 18930 Highway 120 Groveland California 95321,2099627891,,20050527,20180621
USCAGEO,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GEO,Georgetown Fire Protection District,,"6281 Main ST, POB 420  Georgetown California 95634",5303334111,,,20161104
USCAGEY,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GEY,Geyserville Fire Protection District,,"20975 Geyserville Ave., POB 217  Geyserville California 95441",7078573535,www.geyservillefire.com,,20161104
USCAGFD,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GFD,Gold Ridge Fire Protection District,,4500 Hessel RD  Sebastopol California 95472,7078231084,www.goldridgefire.com,,20161104
USCAGGV,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GGV,Garden Grove Fire Department,,P.O. Box 3070 11301 Acacia Parkway Garden Grove California 92840,7147415600,,20050527,20160603
USCAGHC,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GHC,Greenhorn Creek Community Service District Volunteer,,2049 Red Bluff Trl  Quincy California 95971,5302836450,,,20161104
USCAGIL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GIL,Gilroy Fire Department,,7070 Chestnut ST  Gilroy California 95020,4088460370,www.ci.gilroy.ca.us,,20161104
USCAGLC,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GLC,Glenn-Colusa Protection District,,Highway 162  Butte City California 94010,5305387111,,,20180701
USCAGLE,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GLE,Glen Ellen Fire Protection District,,"13445 Arnold DR,  Glen Allen California 95442",7079969266,,,20161104
USCAGLN,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GLN,Glendale Fire Department,,421 Oak Street  Glendale California 91204,8185484814,,20050525,20160603
USCAGND,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GND,Grenada Fire Protection District,,"6055 4th Ave., POB 214  Grenada California 96038",5304362200,,,20161104
USCAGNP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,GNP,Golden Gate National Recreation Area,,Golden Gate National Recreation Area Fort Mason Building 201 San Francisco California 94123-1307,4155614700,,,20160328
USCAGNR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,GNR,Guadalupe-Nipomo Dunes National Wildlife Refuge,FF08RGND00,PO Box 9  Guadalupe California 93434,8053439151,hoppermountain@fws.gov,20100912,20160603
USCAGNZ,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GNZ,Gonzales Volunteer Fire Department,,P.O. Box 647 325 Center Street Gonzales California 93926,8316753677,,20050516,20160603
USCAGRA,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GRA,Graeagle Fire Protection District,,"7620 HWY 89, POB 64  Graeagle California 96103",5308361340,,,20161104
USCAGRD,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GRD,Gridley Fire Department,,47 E Gridley RD  Gridley California 95948,5308465711,www.buttefire.com,,20161104
USCAGRN,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GRN,Greenfield Fire Protection District,,380 Oak Ave  Greenfield California 93927,8316745484,,20050516,20180621
USCAGRR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,GRR,Grasslands Wildlife Management Area,FF08RCGR00,PO Box 2176  Los Banos California 93635,2098263508,,20100912,20160603
USCAGRS,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GRS,Grass Valley Fire Department,,"125 Main ST,  Grass Valley California 95945",5302744370,,,20161104
USCAGRT,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GRT,Grand Terrace Fire Department,,3800 Sierra Way  San Bernardino California 92405,9098816900,,20130308,20160603
USCAGRV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GRV,Garden Valley Fire Protection District,(El Dorado Co.),"4860 Marshall RD, POB 408  Garden Valley California 95633",5303331240,,20041203,20161104
USCAGTN,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GTN,Graton Fire Protection District,,3750 Hwy 116 N  Graton California 95444,7078238400,www.grantonfire.org,,20161104
USCAGUA,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GUA,Guadalupe Fire Department,,918 Obispo Street  Guadalupe California 93434,8053563900,,20050527,20160603
USCAGUS,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,GUS,Gustine Volunteer Fire Department,,682 Third Ave  Gustine California 95322,2098546804,,20050526,20160603
USCAGVCC,CA,USCAONCC,Dispatch/Coordination Center,Interagency,,,,US,CA,GVCC,Grass Valley Interagency Emergency Command Center,,13120 Loma Rica  Grass Valley California 95945,5304777237,,,20180701
USCAGVF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GVF,Greenville Fire Protection District,,121 Ann St  Greenville California 95947,5302847311,,,20161104
USCAGWR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,GWR,Greenwood Ridge Fire Department,,7401 CA-1 B  Elk California 95432,7078773350,,,20161104
USCAHAM,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HAM,Hamilton City Fire Department,,420 1st St  Hamilton City California 95951,5308263355,,,20161104
USCAHAN,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HAN,Hanford Fire Department,,350 West Grangeville Blvd  Hanford California 93230,5595852145,,20050525,20160603
USCAHAP,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HAP,Happy Camp Fire Protection District,,26 Fourth Ave  Happy Camp California 96039,5304932643,,,20161104
USCAHAY,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HAY,Hayward Fire Department,,300 W Winston Ave  Hayward California 94544,5107322626,,,20161104
USCAHBF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HBF,Hamilton Branch Fire Protection District,,3791 Big Springs RD  Westwood California 96137,5305963458,,,20161104
USCAHBR,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,HBR,Humboldt Bay National Wildlife Refuge,FF08RHMB00,1020 Ranch Road  Loleta California 95551,7077335406,humboldtbay@fws.gov,,20160322
USCAHBV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HBV,Hawkins Bar Fire Department,,"71 Trinity CT, POB 485  Hawkins Bar California 95563",5306293920,,,20161104
USCAHCF,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HCF,Hearst Castle Fire Department,,750 Hearst Castle Road  San Simeon California 93452,8059272058,,20050602,20160603
USCAHCS,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HCS,Hallwood Community Service District 10,,017 9th St  Maryville California 95901,5307416622,,,20161104
USCAHEA,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HEA,Healdsburg Fire Department,,"601 Healdsburg Ave,  Healdsburg California 95448",7074313360,,,20161104
USCAHER,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HER,Herald Fire Protection District,(Sacramento County),11620 Clay Station Rd  Herald California 95638,2097482618,,20041203,20161104
USCAHES,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HES,Hesperia Fire Department,,17288 Oliver Street  Hesperia California 92345,7609471630,,20050527,20180621
USCAHFR,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HFR,Hume Lake Volunteer Fire Department,,64144 Hume Lake Road  Hume Lake California 93628,5.59335E+12,,20070914,20160603
USCAHGF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HGF,Higgins Area Fire Protection District,,10106 Combie RD  Auburn California 95602,5302692488,,,20161104
USCAHGS,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HGS,Hughson Fire Protection District,,2315 Charles Street  Hughson California 95326,2098832863,jonmgee@aol.com,20151218,20160603
USCAHIA,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,BIA,,US,CA,HIA,Hoopa Valley Tribe,Humboldt County,11860 State Highway 96 P.O. Box 1348 Hoopa California 95546,5306254211,Hoopa510@firedept.net,,20161104
USCAHIAC,CA,USCAONCC,Dispatch/Coordination Center,Tribe,,,,US,CA,HIAC,Hoopa Valley Tribe Dispatch,Humboldt Co.,11860 State Highway 96 P.O. Box 1348 Hoopa California 95546,5306254220,Hoopa510@firedept.net,20050110,20161104
USCAHIG,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,CDF,,US,CA,HIG,Highland Fire Department,,26974 Baseline  Highland California 92346,9098623031,,20070914,20160603
USCAHLT,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HLT,Holtville Fire Department,,549  Fern Ave  Holtville California 92250,7603562673,,20050526,20160603
USCAHLV,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HLV,Huntington Lake Volunteer Fire Department,,"334 Shaw Ave, Suite 135  Clovis California 93634",5598932347,,20050525,20160603
USCAHMB,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HMB,Hermosa Beach Fire Department,,540 Pier Avenue  Hermosa Beach California 90254,3103762479,,20050525,20160603
USCAHMM,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HMM,Hammond Ranch Fire Company,,8800 N Old Rd  Weed California 96094,5309384200,,,20161104
USCAHMT,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HMT,Hemet Fire Department,,510 East Florida Ave  Hemet California 92343,9517652450,,20050527,20160603
USCAHNXW,CA,USCAOSCC,Incident Host Geographic,US Federal,DOC,NWS,,US,CA,HNXW,San Joaquin Valley/Hanford Weather Forcast Office,,900 Foggy Bottom Road  Hanford California 93230,5595849505,,20061120,20180621
USCAHOL,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,OES,,US,CA,HOL,Hollister Fire Department,,110 Fifth Street  Hollister California 95023,8316364345,,20050516,20160603
USCAHOO,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HOO,Hoopa Volunteer Fire Department,,"HWY 96, POB 1321  Hoopa California 95546",5306254615,,,20161104
USCAHOP,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HOP,Hopland Volunteer Fire Department,,21 Feliz Creek Rd  Hopland California 95449,7077441222,,,20161104
USCAHOR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HOR,Hornbrook Fire Protection District,,"16100 Front ST, POB 48  Hornbrook California 96044",5418101327,,,20161104
USCAHPR,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,FWS,,US,CA,HPR,Hopper Mountain National Wildlife Refuge,FF08RHMR00,PO Box 5839  Ventura California 93005,8056445185,hoppermountain@fws.gov,20070416,20160603
USCAHRL,CA,USCAONCC,Incident Host Geographic,US State,,,,US,CA,HRL,Herlong Volunteer Fire Department,CA-OESH,P-2 1st St  Herlong California 96113,5308273587,,20100512,20161104
USCAHRT,CA,USCAOSCC,Incident Host Geographic,US State,CA,OES,,US,CA,HRT,Heartland Fire & Rescue,,8054 Allison Avenue La Mesa CA 91942   California ,(619) 667-1318,,20130308,20130321
USCAHTB,CA,USCAOSCC,Incident Host Geographic,US State,CA,OES,,US,CA,HTB,Huntington Beach Fire Department,,"2000 Main Street, Huntingtion Beach CA 92648   California ",(714) 536-5411,,20050527,20130411
USCAHTL,CA,USCAOSCC,Dispatch/Coordination Center,US County/Local,CA,C&L,,US,CA,HTL,Heartland Communications Center,,"100 East Lexington, El Cajon CA 92020   California ",(619) 441-1621,,20070914,20130321
USCAHUU,CA,USCAONCC,Incident Host Geographic,US State,,,,US,CA,HUU,Humboldt-Del Norte Unit,,118 Fortuna Blvd  Fortuna California 95540,7077254413,,,20161104
USCAHVF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HVF,Happy Valley Fire Protection District,,17441 Palm Ave  Anderson California 96007,5303572345,,,20161104
USCAHYF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HYF,Hayfork Fire Department,,195 Hyampom Rd P.O. Box 668 Hayfolk California 96041,5306285126,,,20161104
USCAHYM,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,HYM,Hyampom Fire Department,,22509 Hyampom Rd  Hyampom California 96046,5306285755,,,20161104
USCAIBV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,IBV,Irish Beach Volunteer Fire Department,,"15401 Forestview RD, POB 67  Manchester California 95459",7078822931,,20041203,20161104
USCAIDL,CA,USCAOSCC,Incident Host Geographic,US State,,,,US,CA,IDL,Idyllwild Fire Protection District,,54160 Maranatha Drive (P.O. Box 656) Idyllwild CA 92549  Idyllwild California ,9516592153,,20130308,20180621
USCAIDP,CA,USCAOSCC,Incident Host Geographic,US State,ST/L,C&L,,US,CA,IDP,Independence Fire Protection District,,P.O. Box B  Independence California 93526,7608782346,,20050503,20180718
USCAIDY,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,IDY,Idyllwild Fire Protection Department,,54160 Maranatha Dr.  Idyllwild California 92549,9516592153,,20050527,20180718
USCAIMB,CA,USCAOSCC,Incident Host Geographic,US State,CA,OES,,US,CA,IMB,Imperial Beach Fire Department,,"865 Imperial Beach Blvd, Imperial Beach CA 91932   California ",(619) 423-8223,,20050527,20130411
USCAIMP,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,IMP,Imperial County Fire Department,,   California ,,,20050527,20050527
USCAIMR,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,IMR,Imperial Fire Department,,   California ,,,20050527,20050527
USCAIND,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,IND,Indio Fire Department,,   California ,,,20070914,20070914
USCAINF,CA,USCAOSCC,Incident Host Geographic,US Federal,USDA,FS,,US,CA,INF,Inyo National Forest,,   California ,,,,20030331
USCAING,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,ING,Inglewood Fire Department,,   California ,,,20050525,20050525
USCAINV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,INV,Inverness Public Utility District,,50 Inverness Way  Inverness California 94937,4156691414,,,20180701
USCAINW,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,INW,Indian Wells Fire Department,,   California ,,,20070914,20070914
USCAION,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,ION,Ione Fire Department,(Amador County),600 Preston Ave  Ione California 95459,2092746115,www.ioneca.com,,20161104
USCAIRW,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,IRW,Fort Irwin Fire Department,,6101 South Loop Road P.O. Box 105057 Fort Irwin California 92310,8054347325,,20160530,20160719
USCAISL,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,ISL,Isleton Fire Department,Sacramento Co Op Area CA-XSA,100 Second Street  Isleton California 95641,9167777776,Fire Chief Bob Bartley,20080418,20160321
USCAJBP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,JBP,Juan Bautista de Anza National Historic Trail,,"Pacific West Regional Office 333 Bush St, Suite 500 San Francisco California 94123-1307",4156232344,,20131125,20160328
USCAJCF,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JCF,Junction City Fire Protection District,,Dutch  Creek RD  Junction City California 96048,5306234253,,,20161107
USCAJCK,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JCK,Jackson Valley Fire Protection District,(Amador Co.),"2701 Quiver DR, POB 1309  Ione California 95640",2097635848,,,20161107
USCAJKS,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JKS,Jackson Fire Department,(Amador Co.),"33 Broadway,  Jackson California 95642",2092239239,,,20180701
USCAJMP,CA,USCAONCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,JMP,John Muir National Historic Site,,4202 Alhambra Ave  Martinez California 94553,9252288860,,,20160328
USCAJNR,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JNR,Jenner Volunteer Fire Department,,P.O. Box 9  Jenner California 95450,7078652358,,,20161107
USCAJNV,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JNV,Janesville Fire Protection District,,463-390 Main St  Janesville California 96114,5302533737,,,20161107
USCAJSC,CA,USCAOSCC,Incident Host Geographic,US State,CA,C&L,,US,CA,JSC,Sierra Conservation Center,,   California ,,,20050527,20050527
USCAJST,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JST,Jamestown Fire Protection District,,"18249 4th Ave,  Jamestown California 95327",2099845623,,20050527,20180621
USCAJTP,CA,USCAOSCC,Incident Host Geographic,US Federal,DOI,NPS,,US,CA,JTP,Joshua Tree National Monument,,74485 National Park Drive  Twentynine Plams California 92277,7603675500,,,20160310
USCAJUN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JUN,June Lake Fire Protection District,,2380 Hwy 158  June Lake California 93529,7606487390,,20050503,20180621
USCAJVF,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,JVF,Julian/Cuyamaca Fire Protection District,,2645 Farmer Rd  Julian California 92036,7607651510,,20050527,20180621
USCAKAN,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KAN,Kanawha Fire Protection District,,1709 County Road D  Willows California 95988,5309342672,,,20161107
USCAKCF,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,KCF,Kings Fire County Department,,   California ,,,20050525,20050525
USCAKEE,CA,USCAOSCC,Incident Host Geographic,US State,CA,OES,,US,CA,KEE,Keeler Fire Company,,"P.O. Box 103 Keeler, CA 93530   California ",(760) 382-3232,,20070914,20130321
USCAKEY,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KEY,Keyes Fire Protection District,,5629 7t St P.O. Box 577 Keyes California 95328,2096347690,,20050527,20180718
USCAKFD,CA,USCAONCC,Incident Host Geographic,US County/Local,CA,CDF,,US,CA,KFD,Kneeland Fire Protection District,,6201 Greenwood Heights  Kneeland California 95549,7074423252,,,20161107
USCAKIN,CA,USCAOSCC,Incident Host Geographic,US County/Local,CA,C&L,,US,CA,KIN,King City Fire Department,,   California ,,,20050516,20050516
